chr	start	end	strand	NM	intron	dedub.puro-RNA11-0048-1_S2_R.txt	dedub.puro-RNA11-0050-1_S3_R.txt	dedub.puro-RNA11-0052-1_S4_R.txt	dedub.puro-RNA11-0054-1_S5_R.txt	dedub.puro-RNA11-0056-1_S6_R.txt	dedub.puro-RNA11-0058-1_S7_R.txt	dedub.puro-RNA11-0060-1_S8_R.txt	dedub.puro-RNA11-0062-1_S9_R.txt	dedub.puro-RNA11-0068-1_S10_R.txt	dedub.puro-RNA11-0070-1_S11_R.txt	dedub.puro-RNA11-0072-1_S12_R.txt	dedub.puro-RNA11-0074-1_S13_R.txt	dedub.puro-RNA11-0076-1_S14_R.txt	dedub.puro-RNA11-0078-1_S15_R.txt	dedub.puro-RNA17-50741-1_S1_R.txt	dedub.wt-RNA11-0047-1_S17_R.txt	dedub.wt-RNA11-0049-1_S18_R.txt	dedub.wt-RNA11-0051-1_S19_R.txt	dedub.wt-RNA11-0053-1_S20_R.txt	dedub.wt-RNA11-0055-1_S21_R.txt	dedub.wt-RNA11-0057-1_S22_R.txt	dedub.wt-RNA11-0059-1_S23_R.txt	dedub.wt-RNA11-0061-1_S24_R.txt	dedub.wt-RNA11-0067-1_S25_R.txt	dedub.wt-RNA11-0069-1_S26_R.txt	dedub.wt-RNA11-0071-1_S27_R.txt	dedub.wt-RNA11-0073-1_S28_R.txt	dedub.wt-RNA11-0075-1_S29_R.txt	dedub.wt-RNA11-0077-1_S30_R.txt	dedub.wt-RNA17-50740-1_S16_R.txt	dedub.wt-RNAIVS10-2AG-1_S12_R.txt	puro-RNAIVS10-2pAG-1_S11_R.txt
NC_000013.10	32929425	32931878	-	NM_000059	INTRON	0	0	0	0	0	0	10	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32931990	32936771	-	NM_000059	INTRON	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32913510	32915258	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NC_000017.10	41267796	41322142	+	NM_007294	INTRON	0	0	0	0	83	0	0	179	0	0	0	0	0	0	0	60	0	0	0	0	0	0	89	0	0	0	0	0	6	0	0	0
NC_000013.10	32950927	32953453	+	NM_000059	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32906416	33035677	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32899238	32946935	+	NM_000059	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32958168	32968825	+	NM_000059	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41249322	41251790	+	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41222956	41223004	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NC_000013.10	32930583	33152804	+	NM_000059	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256168	41467248	+	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32936695	32936716	-	NM_000059	INTRON	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243032	41470455	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41277332	41433772	+	NR_027676	INTRON	0	1	0	0	1	0	0	0	1	2	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
NC_000013.10	32937670	32944552	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954277	32957169	-	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32929425	32930564	+	NM_000059	INTRON	4235	3374	358	4469	3935	2916	3563	5642	3319	4921	3921	4689	2609	5055	4019	1563	2028	3470	2914	1321	1613	1798	4224	2624	2319	1648	1802	1818	3275	2692	1645	1971
NC_000017.10	41276123	41504002	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000017.10	41277359	41529465	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32944579	33226233	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32890528	32899212	-	NM_000059	INTRON	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32944656	32944693	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41201211	41202078	+	NM_007294	INTRON	38	0	0	0	9	262	0	0	229	122	0	0	0	0	0	0	0	0	68	7	0	0	0	0	0	0	79	0	0	0	0	0
NC_000013.10	32893462	32899212	-	NM_000059	INTRON	2682	3967	447	7746	3920	2667	4927	4243	3294	5332	5348	4669	4148	4354	6164	722	1984	1907	3751	2435	1816	4343	2935	1888	1798	2135	1406	2336	2540	1728	1635	1931
NC_000017.10	41201193	41203124	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243015	41415025	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32932066	32936728	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32907484	32910495	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
NC_000013.10	32972361	33193106	+	NM_000059	INTRON	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32936828	33174459	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32910890	32914973	-	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223093	41519495	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41251883	41282165	+	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000017.10	41199908	41485308	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32903633	32905055	+	NM_000059	INTRON	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32903629	32910401	-	NM_000059	INTRON	0	1	0	14	0	127	0	0	11	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	2	98	0
NC_000013.10	32893326	33154767	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32972348	33000672	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32929026	32936685	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
NC_000013.10	32945153	33118548	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41277358	41319807	+	NM_007294	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41249306	41256138	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
NC_000013.10	32971181	32972391	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32893336	32956343	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0
NC_000017.10	41234592	41247862	-	NM_007294	INTRON	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32944696	32945094	-	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32937413	33066321	+	NM_000059	INTRON	5	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32932069	32936662	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32969070	32970127	+	NM_000059	INTRON	1	82	0	94	67	0	58	52	0	17	116	121	0	0	154	0	217	0	3	159	0	0	59	35	63	0	0	0	13	0	52	0
NC_000017.10	41219712	41222879	+	NM_007294	INTRON	0	0	0	0	16	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32912908	32969046	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NC_000013.10	32969070	32971034	+	NM_000059	INTRON	5076	5317	551	6816	5210	4064	7547	9828	5580	10442	6804	5093	5286	4638	8096	1397	2761	3124	4800	2967	2522	2774	4254	3087	3770	3195	2889	2878	3348	3507	2294	2402
NC_000017.10	41234596	41242964	+	NM_007294	INTRON	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000017.10	41223176	41223246	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32906609	32938788	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900244	32900732	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32932066	32936659	+	NM_000059	INTRON	284	1067	53	1930	1550	577	1208	1653	641	1600	874	875	1339	929	1541	954	646	778	1177	805	519	836	682	969	533	578	550	755	469	409	599	922
NC_000013.10	32930633	33163636	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32905234	32973473	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41228631	41231350	+	NM_007294	INTRON	212	80	0	97	52	98	308	217	112	369	0	46	96	4	361	62	358	118	85	52	146	8	1	63	16	0	77	206	335	60	189	167
NC_000013.10	32953652	32953937	-	NM_000059	INTRON	0	0	0	1	0	0	0	34	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	8	0	117
NC_000013.10	32899225	32907236	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890664	32893213	-	NM_000059	INTRON	6259	7328	985	10475	6963	3619	7954	5766	5782	8202	7993	7330	6305	5684	8566	2792	3661	3315	4663	4206	2164	4568	3630	3380	3300	3628	2724	4994	3960	3980	2105	3027
NC_000017.10	41231356	41234423	+	NM_007300	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000013.10	32899231	32907242	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32910572	33082206	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32899321	32899702	+	NM_000059	INTRON	0	0	0	0	0	0	125	0	0	2	0	0	0	0	0	0	23	0	0	0	0	3	0	0	0	0	0	0	25	0	0	0
NC_000013.10	32944659	32960615	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954258	32968837	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32931903	33151853	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32899226	32907237	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215909	41246157	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NC_000013.10	32937670	32938053	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
NC_000013.10	32893226	33338341	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000017.10	41222950	41222998	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0
NC_000017.10	41258543	41413286	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NC_000013.10	32929425	32930547	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	25	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41247918	41253619	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
NC_000013.10	32968959	33185343	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32905096	32914439	+	NM_000059	INTRON	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41277287	+	NR_027676	INTRON	2963	3522	305	4819	5059	1407	4165	6874	4020	2611	5167	3089	3125	3050	5554	944	1765	1585	2570	3740	2343	2704	3543	2495	1593	3116	1012	1940	1167	2393	1837	2203
NC_000017.10	41201211	41203079	+	NM_007294	INTRON	2260	1610	351	3064	3525	1695	2262	2942	1578	2654	2899	1829	1606	1447	2243	619	1621	1023	2235	1857	923	2535	2223	2505	1581	2813	1053	2706	826	2497	1325	1923
NC_000017.10	41276132	41277294	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900244	32900671	+	NM_000059	INTRON	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41246804	41422576	+	NM_007294	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32919376	32920961	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41226538	41228504	+	NM_007294	INTRON	1499	2448	671	5365	5363	2790	5219	4321	3778	3149	2618	3998	2116	1813	5778	1437	2035	1092	2845	3382	1513	3573	3524	2568	2187	2511	1553	3135	2493	2415	3012	3019
NC_000017.10	41215388	41215905	-	NM_007294	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890664	32903579	-	NM_000059	INTRON	0	278	0	0	102	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32972488	33508148	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32929224	32937477	-	NM_000059	INTRON	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32903629	32905128	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32892102	32893213	-	NM_000059	INTRON	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41209102	41358942	+	NM_007294	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41246877	41251791	-	NM_007294	INTRON	1335	1029	467	1320	1259	1205	956	1290	1080	1740	1036	862	943	1054	3998	330	1145	1015	1238	419	1068	898	1386	1805	1133	802	609	1049	336	1943	468	112
NC_000013.10	32937670	32941812	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
NC_000017.10	41276785	41525069	+	NR_027676	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
NC_000013.10	32900029	32900378	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	33	0	0	0
NC_000017.10	41196510	41228617	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123
NC_000017.10	41249297	41328231	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223210	41226492	-	NM_007294	INTRON	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41201012	41256183	-	NM_007294	INTRON	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32944694	32950806	+	NM_000059	INTRON	301	0	75	0	0	0	0	0	0	65	109	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	52
NC_000013.10	32953581	32981126	+	NM_000059	INTRON	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
NC_000013.10	32968861	32968891	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0
NC_000017.10	41223220	41226454	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223090	41226397	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954181	32954241	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41228616	41534795	+	NM_007298	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256268	41267738	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890591	32944603	-	NM_000059	INTRON	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32893297	33058473	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890664	32900237	+	NM_000059	INTRON	0	0	0	20	0	0	0	103	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
NC_000013.10	32907524	32920963	-	NM_000059	INTRON	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	126	73	37	0	100	0	0	0	0	0	31	0	36	33	0
NC_000013.10	32899266	33119292	+	NM_000059	INTRON	0	0	0	0	2	0	6	12	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0
NC_000017.10	41209136	41215376	-	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256271	41267741	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41227646	41256186	-	NM_007298	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41197822	41199662	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41196930	41197147	-	NM_007294	INTRON	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32893405	33002148	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223061	41472518	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32932066	32944538	-	NM_000059	INTRON	0	0	0	35	0	7	0	80	0	0	0	0	33	116	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84
NC_000013.10	32912074	32912602	+	NM_000059	INTRON	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32931948	33158282	+	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32968973	33077655	-	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32914604	32944670	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
NC_000013.10	32953594	33136466	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NC_000013.10	32890664	32903579	+	NM_000059	INTRON	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NC_000013.10	32915331	32920962	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900419	32900635	-	NM_000059	INTRON	3219	2598	353	5637	2919	1113	4116	4271	2767	3365	4869	3219	2819	3439	3464	1281	2069	1806	1896	1925	1170	2427	2916	1741	2744	1252	1282	2056	2394	2307	1595	706
NC_000017.10	41276467	41277293	+	NR_027676	INTRON	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41263343	41277005	-	NM_007294	INTRON	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32973177	33061203	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41267796	41320186	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276119	41277293	+	NM_007294	INTRON	0	4	0	9	188	0	8	4	0	0	70	0	191	0	0	0	0	0	139	69	0	0	2	50	16	0	0	74	0	21	47	22
NC_000013.10	32905166	32906408	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
